uid,log Ki,log IC50,html
CHEMBL1121,-0.435878139808,-0.270849862964,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    0
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    0.65
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row1"">
                    1
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row1_col0"" class=""data row1 col0"">
                    0
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row1_col1"" class=""data row1 col1"">
                    =
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row1_col2"" class=""data row1 col2"">
                    0.28
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row2"">
                    2
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row2_col0"" class=""data row2 col0"">
                    0
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row2_col1"" class=""data row2 col1"">
                    =
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row2_col2"" class=""data row2 col2"">
                    0.3
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row3"">
                    3
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row3_col0"" class=""data row3 col0"">
                    2724293
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row3_col1"" class=""data row3 col1"">
                    =
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row3_col2"" class=""data row3 col2"">
                    0.28
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row4"">
                    4
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row4_col0"" class=""data row4 col0"">
                    8421283
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row4_col1"" class=""data row4 col1"">
                    =
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row4_col2"" class=""data row4 col2"">
                    0.3
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row5"">
                    5
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row5_col0"" class=""data row5 col0"">
                    9057851
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row5_col1"" class=""data row5 col1"">
                    =
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row5_col2"" class=""data row5 col2"">
                    0.64
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row6"">
                    6
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row6_col0"" class=""data row6 col0"">
                    11020275
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row6_col1"" class=""data row6 col1"">
                    =
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row6_col2"" class=""data row6 col2"">
                    0.3
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row7"">
                    7
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row7_col0"" class=""data row7 col0"">
                    18983139
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row7_col1"" class=""data row7 col1"">
                    =
                
                <td id=""T_bf4106b4_7ea1_11e6_a668_485b393e1884row7_col2"" class=""data row7 col2"">
                    0.37
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    0
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    1.6
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row1"">
                    1
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row1_col0"" class=""data row1 col0"">
                    0
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row1_col1"" class=""data row1 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row1_col2"" class=""data row1 col2"">
                    0.316
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row2"">
                    2
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row2_col0"" class=""data row2 col0"">
                    1700123
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row2_col1"" class=""data row2 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row2_col2"" class=""data row2 col2"">
                    8.2
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row3"">
                    3
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row3_col0"" class=""data row3 col0"">
                    7650691
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row3_col1"" class=""data row3 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row3_col2"" class=""data row3 col2"">
                    0.316
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row4"">
                    4
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row4_col0"" class=""data row4 col0"">
                    7837233
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row4_col1"" class=""data row4 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row4_col2"" class=""data row4 col2"">
                    0.316
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row5"">
                    5
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row5_col0"" class=""data row5 col0"">
                    8558528
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row5_col1"" class=""data row5 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row5_col2"" class=""data row5 col2"">
                    0.316
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row6"">
                    6
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row6_col0"" class=""data row6 col0"">
                    8709093
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row6_col1"" class=""data row6 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row6_col2"" class=""data row6 col2"">
                    0.229
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row7"">
                    7
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row7_col0"" class=""data row7 col0"">
                    8709137
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row7_col1"" class=""data row7 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row7_col2"" class=""data row7 col2"">
                    0.347
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row8"">
                    8
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row8_col0"" class=""data row8 col0"">
                    8978852
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row8_col1"" class=""data row8 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row8_col2"" class=""data row8 col2"">
                    0.316
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row9"">
                    9
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row9_col0"" class=""data row9 col0"">
                    9276016
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row9_col1"" class=""data row9 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row9_col2"" class=""data row9 col2"">
                    0.347
                
            </tr>
            
            <tr>
                
                <th id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row10"">
                    10
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row10_col0"" class=""data row10 col0"">
                    18983139
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row10_col1"" class=""data row10 col1"">
                    =
                
                <td id=""T_bf4a6006_7ea1_11e6_a668_485b393e1884row10_col2"" class=""data row10 col2"">
                    0.92
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1171596,1.78532983501,1.80002935924,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf53fb52_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf53fb52_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf53fb52_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf53fb52_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf53fb52_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    61
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf5c74b2_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf5c74b2_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf5c74b2_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf5c74b2_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf5c74b2_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    63.1
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1172244,2.20411998266,2.09999123354,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf64e98a_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf64e98a_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf64e98a_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf64e98a_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf64e98a_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    160
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf6d6560_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf6d6560_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf6d6560_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf6d6560_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf6d6560_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    125.89
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1172246,2.96848294855,3.0,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf75d984_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf75d984_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf75d984_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf75d984_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf75d984_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    930
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf7e49de_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf7e49de_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf7e49de_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf7e49de_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf7e49de_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    1000
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1172249,2.0,2.09999123354,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf86b420_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf86b420_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf86b420_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf86b420_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf86b420_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    100
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf8f56ac_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf8f56ac_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf8f56ac_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf8f56ac_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf8f56ac_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    125.89
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1172251,1.2552725051,1.4999618656,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bf98359c_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bf98359c_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bf98359c_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bf98359c_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bf98359c_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    18
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfa1003c_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfa1003c_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfa1003c_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfa1003c_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfa1003c_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    31.62
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1172252,2.07918124605,2.09999123354,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfa98248_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfa98248_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfa98248_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfa98248_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfa98248_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    120
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfb206d4_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfb206d4_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfb206d4_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfb206d4_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfb206d4_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    125.89
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1172253,2.04139268516,2.09999123354,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfba7292_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfba7292_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfba7292_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfba7292_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfba7292_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    110
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfc2cbc2_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfc2cbc2_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfc2cbc2_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfc2cbc2_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfc2cbc2_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    125.89
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1172428,2.2552725051,2.30000820255,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfcb4464_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfcb4464_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfcb4464_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfcb4464_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfcb4464_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    180
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfd391c8_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfd391c8_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfd391c8_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfd391c8_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfd391c8_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    199.53
                
            </tr>
            
        </tbody>
        </table>
        "
CHEMBL1172429,2.27875360095,2.30000820255,"Ki<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfdc0966_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">Ki
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfdc0966_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfdc0966_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfdc0966_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfdc0966_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    190
                
            </tr>
            
        </tbody>
        </table>
        <br />IC50<br />
        <style  type=""text/css"" >
        
        
        </style>

        <table id=""T_bfe45288_7ea1_11e6_a668_485b393e1884"" None>
        

        <thead>
            
            <tr>
                
                <th class=""blank"">
                
                <th class=""col_heading level0 col0"">pubmed_id
                
                <th class=""col_heading level0 col1"">relation
                
                <th class=""col_heading level0 col2"">IC50
                
            </tr>
            
        </thead>
        <tbody>
            
            <tr>
                
                <th id=""T_bfe45288_7ea1_11e6_a668_485b393e1884"" class=""row_heading level2 row0"">
                    0
                
                <td id=""T_bfe45288_7ea1_11e6_a668_485b393e1884row0_col0"" class=""data row0 col0"">
                    20547453
                
                <td id=""T_bfe45288_7ea1_11e6_a668_485b393e1884row0_col1"" class=""data row0 col1"">
                    =
                
                <td id=""T_bfe45288_7ea1_11e6_a668_485b393e1884row0_col2"" class=""data row0 col2"">
                    199.53
                
            </tr>
            
        </tbody>
        </table>
        "
